,Make,Model,Year,Price,Cylinders,Transmission,Fuel Type,Rank,Other,Fuel Type=2.0,Other=0.0,Price_bin=40k+,Transmission=1.0,Year_bin=<1990,Fuel Type=2.0 & Other=0.0,Fuel Type=2.0 & Transmission=1.0,Fuel Type=2.0 & Year_bin=<1990,Other=0.0 & Price_bin=40k+,Other=0.0 & Transmission=1.0,Other=0.0 & Year_bin=<1990,Transmission=1.0 & Year_bin=<1990,Fuel Type=2.0 & Other=0.0 & Transmission=1.0,Fuel Type=2.0 & Other=0.0 & Year_bin=<1990,Fuel Type=2.0 & Transmission=1.0 & Year_bin=<1990,Other=0.0 & Transmission=1.0 & Year_bin=<1990,Fuel Type=2.0 & Other=0.0 & Transmission=1.0 & Year_bin=<1990
131,0.1659975496574382,2.639558644872678,2.0723422880339606,237019,6,1.0,2.0,1.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,1.7706405296793415,2.729799966064906,0.8634759533474836,529636,6,1.0,2.0,5.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,2.213300662099177,1.4965019097711194,1.381561525355974,483781,8,1.0,2.0,5.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,2.213300662099177,1.631863891559462,2.9358182413814444,670012,6,1.0,2.0,5.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,2.600628277966533,0.4512066059611415,0.6907807626779869,28942,4,1.0,2.0,2.0,0.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
136,0.774655231734712,0.1729625322851042,2.2450374787034573,672227,8,1.0,2.0,2.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
137,3.485948542806204,3.541971856794961,1.0361711440169803,17361,8,1.0,2.0,4.0,0.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
138,2.600628277966533,2.504196663084336,3.281208622720438,134991,8,1.0,2.0,5.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,2.9326233772814096,3.4291702053046755,3.108513432050941,884378,12,1.0,2.0,2.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,2.8219583441764504,0.774571340233293,2.9358182413814444,212781,6,1.0,2.0,5.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,2.213300662099177,0.6467294685443029,1.5542567160254706,152164,8,1.0,2.0,4.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142,3.375283509701245,0.5414479271533699,2.763123050711948,31144,4,1.0,2.0,3.0,0.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
